price,brand,model,year,mileage,color,state
31500,dodge,durango,2018,20907.0,white,illinois
17400,dodge,durango,2017,89795.0,red,illinois
26000,dodge,durango,2017,57158.0,white,illinois
1700,dodge,door,2013,126718.0,orange,texas
11000,dodge,door,2013,83976.0,white,illinois
21000,dodge,charger,2018,12554.0,gray,texas
5500,dodge,door,2015,60707.0,gray,texas
7500,dodge,door,2014,40110.0,red,texas
15800,dodge,caravan,2019,28038.0,silver,michigan
16900,dodge,journey,2019,26643.0,red,michigan
25000,dodge,durango,2019,36127.0,white,michigan
18000,dodge,door,2019,19983.0,black,massachusetts
15600,dodge,caravan,2019,29926.0,black,michigan
23800,dodge,durango,2019,36750.0,white,north carolina
16800,dodge,journey,2019,27312.0,black,michigan
22700,dodge,durango,2019,49575.0,white,north carolina
23300,dodge,challenger,2019,30279.0,red,north carolina
23500,dodge,challenger,2019,25825.0,white,north carolina
25500,dodge,durango,2019,32474.0,silver,north carolina
21800,dodge,challenger,2019,30585.0,white,north carolina
22800,dodge,durango,2019,36203.0,gray,north carolina
18200,dodge,caravan,2019,29602.0,red,michigan
23500,dodge,challenger,2019,28689.0,red,north carolina
25700,dodge,durango,2019,31447.0,charcoal,north carolina
15700,dodge,caravan,2019,39148.0,white,north carolina
17500,dodge,journey,2018,33495.0,silver,michigan
15700,dodge,caravan,2019,35274.0,white,north carolina
16500,dodge,caravan,2018,48745.0,white,indiana
16100,dodge,caravan,2019,31297.0,red,north carolina
15600,dodge,caravan,2019,38745.0,charcoal,north carolina
15400,dodge,caravan,2019,37704.0,gray,north carolina
28200,dodge,durango,2017,27060.0,white,michigan
15300,dodge,caravan,2019,40002.0,no_color,north carolina
15900,dodge,caravan,2019,34930.0,red,north carolina
17700,dodge,door,2016,22863.0,gray,indiana
15800,dodge,caravan,2019,36876.0,white,north carolina
15900,dodge,caravan,2019,34264.0,charcoal,north carolina
25300,dodge,charger,2019,17515.0,red,new mexico
16300,dodge,caravan,2019,27071.0,silver,north carolina
29500,dodge,durango,2019,14656.0,gray,new mexico
14500,dodge,caravan,2019,35652.0,gray,north carolina
15400,dodge,caravan,2019,30055.0,no_color,north carolina
15400,dodge,caravan,2019,43088.0,charcoal,north carolina
15100,dodge,caravan,2019,33641.0,purple,north carolina
15000,dodge,caravan,2019,34797.0,black,north carolina
15500,dodge,caravan,2019,43943.0,gray,north carolina
15000,dodge,caravan,2019,35744.0,no_color,north carolina
15200,dodge,caravan,2019,31542.0,no_color,north carolina
15700,dodge,caravan,2019,26899.0,white,north carolina
16100,dodge,journey,2019,29985.0,silver,north carolina
16300,dodge,journey,2018,37009.0,silver,texas
16000,dodge,journey,2019,30731.0,white,north carolina
16900,dodge,journey,2019,30062.0,silver,north carolina
17000,dodge,journey,2019,28295.0,charcoal,north carolina
17300,dodge,journey,2019,25534.0,silver,north carolina
15900,dodge,journey,2019,29716.0,gray,north carolina
15700,dodge,journey,2019,34294.0,silver,north carolina
16900,dodge,journey,2019,27643.0,white,north carolina
15500,dodge,journey,2019,35516.0,white,north carolina
15100,dodge,journey,2019,40674.0,silver,north carolina
15500,dodge,journey,2019,32494.0,white,north carolina
15400,dodge,journey,2019,35047.0,red,north carolina
16500,dodge,journey,2019,32898.0,silver,north carolina
42500,dodge,challenger,2015,13740.0,black,texas
16600,dodge,journey,2019,23132.0,charcoal,north carolina
15200,dodge,journey,2019,37174.0,silver,north carolina
15800,dodge,journey,2019,34023.0,charcoal,north carolina
16900,dodge,journey,2019,30021.0,charcoal,north carolina
11100,dodge,caravan,2017,51469.0,gray,north carolina
15600,dodge,journey,2019,31237.0,charcoal,north carolina
16900,dodge,journey,2019,30186.0,silver,north carolina
15300,dodge,journey,2019,41956.0,silver,north carolina
16600,dodge,journey,2019,30727.0,black,north carolina
21800,dodge,durango,2017,38956.0,black,pennsylvania
36500,dodge,charger,2018,22036.0,white,virginia
26300,dodge,durango,2019,26462.0,red,georgia
20900,dodge,challenger,2019,23143.0,red,georgia
20100,dodge,challenger,2019,17340.0,gray,georgia
26700,dodge,charger,2019,29749.0,gray,georgia
23900,dodge,charger,2019,35248.0,white,georgia
14500,dodge,caravan,2018,40417.0,no_color,florida
23000,dodge,durango,2017,30309.0,gray,virginia
15000,dodge,journey,2018,42303.0,red,north carolina
15000,dodge,journey,2018,35326.0,white,north carolina
28500,ford,door,2017,92100.0,white,texas
28000,ford,door,2017,99375.0,white,texas
9000,ford,door,2017,72418.0,gray,texas
28700,ford,doors,2015,29733.0,ruby red metallic tinted clearcoat,connecticut
25000,ford,door,2017,119439.0,white,texas
17347,ford,doors,2015,54396.0,black,massachusetts
13800,ford,door,2016,91606.0,white,texas
25888,ford,doors,2015,2807.0,black,new jersey
8500,ford,fusion,2017,78739.0,black,tennessee
21289,ford,doors,2015,71955.0,gray,new york
17999,ford,doors,2015,48472.0,triple yellow tri-coat,new jersey
2700,ford,door,2012,98470.0,blue,texas
30977,ford,doors,2015,28937.0,competition orange,pennsylvania
13799,ford,doors,2015,83693.0,red,new jersey
20500,ford,srw,2014,90888.0,white,arizona
8500,ford,drw,2012,216942.0,white,texas
9900,ford,door,2015,205796.0,white,florida
65500,ford,srw,2019,6500.0,black,indiana
24500,ford,wagon,2018,39943.0,white,florida
32500,ford,explorer,2020,5920.0,silver,missouri
9200,ford,fusion,2018,71478.0,blue,pennsylvania
17700,ford,door,2017,119520.0,silver,pennsylvania
18300,ford,fusion,2020,10882.0,white,california
43500,ford,srw,2019,29010.0,gray,illinois
15200,ford,door,2016,69003.0,white,pennsylvania
36200,ford,srw,2019,16207.0,no_color,illinois
21900,ford,mustang,2018,29748.0,red,new jersey
20700,ford,wagon,2019,25582.0,white,california
12300,ford,fusion,2019,24520.0,gray,california
4200,ford,door,2016,104383.0,blue,pennsylvania
19500,ford,transit,2019,34164.0,white,california
14300,ford,fusion,2020,6975.0,silver,california
13700,ford,van,2016,67150.0,white,pennsylvania
13200,ford,door,2015,100820.0,white,pennsylvania
6200,ford,door,2014,142286.0,white,pennsylvania
6500,ford,door,2015,60015.0,black,pennsylvania
1500,ford,door,2013,126381.0,gray,pennsylvania
2200,ford,door,2013,128753.0,black,pennsylvania
4200,ford,door,2013,0.0,no_color,pennsylvania
8700,ford,van,2013,64598.0,white,pennsylvania
3200,ford,door,2012,111532.0,black,pennsylvania
9000,ford,door,2012,149346.0,black,pennsylvania
20000,ford,edge,2018,43567.0,silver,illinois
33000,ford,door,2017,36004.0,white,texas
23300,ford,f-150,2019,10935.0,white,south carolina
8750,ford,van,2017,150484.0,white,illinois
11975,ford,door,2012,122014.0,white,texas
23600,ford,transit,2019,19363.0,white,south carolina
12000,ford,explorer,2016,42902.0,black,texas
30900,ford,f-150,2018,401.0,red,indiana
23900,ford,transit,2019,11077.0,white,south carolina
40400,ford,f-150,2018,34100.0,black,indiana
38000,ford,srw,2019,30018.0,white,minnesota
27000,ford,flex,2019,18279.0,white,illinois
24000,ford,transit,2019,7373.0,white,south carolina
30000,ford,ranger,2019,2590.0,gray,wisconsin
16200,ford,fusion,2019,41662.0,white,south carolina
30000,ford,flex,2019,15019.0,gray,wisconsin
23900,ford,transit,2019,9420.0,white,south carolina
13800,ford,taurus,2018,41864.0,white,missouri
23700,ford,transit,2019,16829.0,white,south carolina
24300,ford,f-150,2018,6290.0,gray,illinois
54900,ford,srw,2019,14393.0,black,nevada
22500,ford,taurus,2018,14599.0,white,wisconsin
39000,ford,f-150,2018,25839.0,gray,illinois
13900,ford,escape,2018,60715.0,gray,wisconsin
24700,ford,explorer,2018,23350.0,red,illinois
20100,ford,transit,2018,62386.0,white,california
22000,ford,mustang,2018,6248.0,red,illinois
38200,ford,mustang,2019,878.0,green,florida
24400,ford,transit,2018,49710.0,white,california
35000,ford,mustang,2018,2042.0,blue,illinois
18600,ford,flex,2019,7742.0,white,florida
22700,ford,transit,2018,39733.0,white,california
38000,ford,f-150,2018,33701.0,black,illinois
17000,ford,door,2014,67542.0,red,illinois
17500,ford,escape,2017,35095.0,gray,wisconsin
23200,ford,f-150,2019,8652.0,white,michigan
30700,ford,explorer,2017,51107.0,red,wisconsin
23500,ford,transit,2019,14987.0,white,michigan
26400,ford,edge,2017,28252.0,blue,wisconsin
23500,ford,transit,2019,16009.0,white,michigan
38000,ford,door,2017,47866.0,white,wisconsin
23600,ford,transit,2019,11004.0,white,michigan
19300,ford,edge,2017,42895.0,gray,wisconsin
23200,ford,f-150,2019,9490.0,white,michigan
13800,ford,door,2017,39027.0,no_color,wisconsin
23600,ford,transit,2019,13466.0,white,michigan
23200,ford,f-150,2019,8737.0,white,michigan
40000,ford,door,2017,23960.0,red,wisconsin
23400,ford,f-150,2019,5562.0,white,michigan
23600,ford,transit,2019,13763.0,white,michigan
23000,ford,f-150,2019,10444.0,white,michigan
25500,ford,door,2017,41696.0,black,wisconsin
23500,ford,transit,2019,15787.0,white,michigan
29900,ford,door,2017,9167.0,white,wisconsin
23200,ford,transit,2019,17541.0,white,michigan
50500,ford,f-150,2017,24686.0,silver,wisconsin
23400,ford,transit,2019,15210.0,white,michigan
24500,ford,transit,2017,54601.0,white,wisconsin
49000,ford,mustang,2017,2205.0,black,illinois
25400,ford,transit,2017,35691.0,white,wisconsin
23000,ford,flex,2017,32788.0,silver,illinois
6000,ford,door,2012,180471.0,gray,minnesota
22400,ford,edge,2016,42925.0,black,wisconsin
22500,ford,edge,2016,37385.0,black,wisconsin
25200,ford,edge,2019,15415.0,gray,virginia
36000,ford,door,2016,20047.0,white,wisconsin
26700,ford,edge,2019,16884.0,black,virginia
30500,ford,door,2016,57936.0,gray,wisconsin
26700,ford,edge,2019,15244.0,black,virginia
25000,ford,edge,2019,19842.0,gray,virginia
35200,ford,door,2016,38830.0,white,wisconsin
30300,ford,f-150,2019,31899.0,white,tennessee
25000,ford,door,2016,69305.0,no_color,illinois
26500,ford,door,2016,46098.0,red,wisconsin
21600,ford,mustang,2019,29457.0,gray,virginia
18800,ford,edge,2016,30765.0,no_color,wisconsin
21500,ford,mustang,2019,29096.0,red,virginia
9000,ford,door,2016,40437.0,no_color,new jersey
16700,ford,cutaway,2015,69004.0,white,wisconsin
16800,ford,cutaway,2015,65179.0,white,wisconsin
15700,ford,cutaway,2015,75862.0,white,wisconsin
16800,ford,cutaway,2015,68319.0,white,wisconsin
19500,ford,door,2015,80354.0,gray,wisconsin
20500,ford,door,2015,51441.0,black,wisconsin
17400,ford,cutaway,2015,70954.0,white,wisconsin
17500,ford,door,2014,92500.0,red,wisconsin
26000,ford,door,2014,66367.0,silver,illinois
56700,ford,f-150,2019,13884.0,white,kentucky
5000,ford,door,2013,202565.0,no_color,wisconsin
40200,ford,f-150,2019,26484.0,no_color,kentucky
54000,ford,door,2013,703.0,red,illinois
65200,ford,max,2019,18138.0,white,kentucky
32500,ford,srw,2017,28007.0,white,minnesota
25500,ford,transit,2019,11251.0,white,illinois
63000,ford,srw,2019,11640.0,no_color,illinois
44000,ford,srw,2019,10763.0,white,illinois
70000,ford,drw,2019,9643.0,no_color,illinois
56200,ford,srw,2019,33930.0,gray,kentucky
35000,ford,srw,2019,26451.0,white,wisconsin
57700,ford,srw,2019,21101.0,red,kentucky
74000,ford,drw,2019,10536.0,no_color,illinois
60200,ford,srw,2019,31744.0,white,kentucky
60000,ford,srw,2018,18062.0,black,illinois
63000,ford,srw,2018,17942.0,black,illinois
22500,ford,door,2014,43646.0,black,wisconsin
8300,ford,energi,2014,71989.0,gray,wisconsin
8300,ford,door,2012,138328.0,white,wisconsin
21000,ford,door,2013,95386.0,brown,wisconsin
19300,ford,fusion,2019,23740.0,black,mississippi
16400,ford,fusion,2019,36064.0,gray,alabama
27300,ford,f-150,2019,18805.0,gray,mississippi
26400,ford,cab,2012,151035.0,white,wisconsin
35100,ford,mustang,2019,10099.0,red,mississippi
41500,ford,f-150,2018,9800.0,black,new jersey
34100,ford,mustang,2019,10483.0,white,mississippi
28600,ford,f-150,2019,17544.0,no_color,california
34100,ford,mustang,2019,10167.0,red,mississippi
28700,ford,ranger,2019,11457.0,gray,california
24700,ford,edge,2019,26590.0,no_color,california
46500,ford,expedition,2019,35346.0,black,california
29000,ford,f-150,2019,12953.0,black,california
25500,ford,edge,2019,26693.0,silver,california
39500,ford,f-150,2019,25071.0,yellow,california
33100,ford,f-150,2019,33538.0,yellow,california
30500,ford,f-150,2019,9915.0,gray,california
3600,ford,fiesta,2018,1.0,silver,arizona
16800,ford,fusion,2019,9910.0,red,california
24000,ford,f-150,2019,16765.0,gray,texas
58500,ford,expedition,2019,4970.0,gray,california
55000,ford,door,2017,43964.0,black,texas
28800,ford,f-150,2019,40785.0,silver,california
26800,ford,door,2015,108998.0,white,new jersey
36000,ford,max,2018,58576.0,gray,wisconsin
20000,ford,wagon,2018,55475.0,white,wisconsin
46700,ford,drw,2019,35929.0,black,alabama
42800,ford,srw,2019,21669.0,silver,alabama
21800,ford,mustang,2018,16079.0,no_color,california
18800,ford,mustang,2018,41147.0,white,california
18800,ford,flex,2018,45798.0,black,california
30200,ford,f-150,2018,21703.0,red,california
27500,ford,explorer,2018,22284.0,black,california
37500,ford,transit,2018,24567.0,white,california
19100,ford,mustang,2018,30594.0,silver,california
17100,ford,flex,2018,52747.0,white,california
13500,ford,escape,2018,21592.0,silver,florida
54500,ford,srw,2018,19853.0,blue,california
9000,ford,fiesta,2018,25201.0,gray,florida
16400,ford,f-150,2020,10351.0,black,pennsylvania
17000,ford,fusion,2020,1117.0,gray,pennsylvania
24800,ford,door,2017,37279.0,gold,california
26800,ford,door,2017,30113.0,red,california
19400,ford,door,2017,27570.0,white,california
20000,ford,flex,2017,45188.0,silver,california
7000,ford,door,2012,149712.0,silver,texas
25100,ford,explorer,2017,25030.0,gold,california
2000,ford,door,2013,105743.0,gray,oklahoma
18200,ford,fusion,2020,9861.0,black,pennsylvania
14200,ford,fusion,2018,1751.0,red,illinois
56500,ford,door,2017,30629.0,red,california
2000,ford,door,2016,52883.0,gray,oklahoma
26500,ford,van,2020,122.0,white,pennsylvania
34300,ford,srw,2019,28534.0,white,florida
43500,ford,f-150,2017,80699.0,black,california
3500,ford,door,2016,72851.0,white,oklahoma
37200,ford,srw,2019,24078.0,white,florida
12800,ford,door,2017,38639.0,orange,california
15000,ford,door,2013,146807.0,silver,texas
12500,ford,door,2017,31871.0,silver,california
21500,ford,f-150,2017,76876.0,gray,california
17300,ford,fusion,2019,28070.0,white,north carolina
27000,ford,explorer,2017,3189.0,silver,california
31800,ford,el,2017,28359.0,white,florida
13000,ford,door,2017,42890.0,gray,california
31800,ford,el,2017,29328.0,silver,florida
46300,ford,door,2016,47531.0,black,california
6000,ford,door,2015,57345.0,gray,missouri
22800,ford,door,2016,67546.0,silver,california
45000,ford,expedition,2019,18153.0,white,pennsylvania
49500,ford,expedition,2019,17689.0,black,pennsylvania
3000,ford,van,2012,137171.0,white,missouri
20000,ford,door,2015,63445.0,gray,california
25300,ford,edge,2019,26422.0,black,pennsylvania
4000,ford,door,2015,149319.0,white,south carolina
45500,ford,expedition,2019,18767.0,gray,pennsylvania
9100,ford,fiesta,2018,38289.0,silver,minnesota
48000,ford,expedition,2019,22960.0,black,pennsylvania
47000,ford,max,2019,17263.0,blue,pennsylvania
49500,ford,expedition,2019,16981.0,black,pennsylvania
31200,ford,wagon,2019,13058.0,black,pennsylvania
18500,ford,door,2014,45887.0,white,california
15500,ford,escape,2019,21740.0,silver,pennsylvania
30500,ford,wagon,2019,17707.0,black,pennsylvania
45500,ford,max,2019,19121.0,silver,pennsylvania
31500,ford,wagon,2019,18856.0,black,pennsylvania
11000,ford,door,2013,84752.0,white,new jersey
46500,ford,max,2019,19555.0,white,pennsylvania
31500,ford,wagon,2019,16340.0,black,pennsylvania
32000,ford,f-150,2018,17242.0,white,ohio
23900,ford,edge,2019,28733.0,black,pennsylvania
31500,ford,wagon,2019,16019.0,black,pennsylvania
18500,ford,taurus,2016,75580.0,black,ohio
1500,ford,door,2013,113444.0,white,georgia
46000,ford,max,2019,19227.0,white,pennsylvania
31500,ford,wagon,2019,13633.0,black,pennsylvania
14700,ford,van,2015,37739.0,white,new jersey
2700,ford,door,2013,103541.0,green,michigan
47500,ford,expedition,2019,24072.0,blue,pennsylvania
31500,ford,wagon,2019,17657.0,black,pennsylvania
8900,ford,door,2014,77392.0,red,new jersey
7000,ford,door,2019,11930.0,white,michigan
49000,ford,expedition,2019,19731.0,red,pennsylvania
31500,ford,wagon,2019,15581.0,black,pennsylvania
8900,ford,door,2014,70181.0,black,new jersey
48000,ford,max,2019,16143.0,black,pennsylvania
50000,ford,max,2019,17995.0,black,pennsylvania
47300,ford,max,2019,23926.0,black,pennsylvania
45000,ford,f-150,2017,57929.0,black,louisiana
49000,ford,max,2019,20758.0,silver,pennsylvania
40200,ford,f-150,2019,10028.0,gray,texas
48000,ford,max,2019,21051.0,black,pennsylvania
5000,ford,door,2015,136307.0,silver,louisiana
8200,ford,bus,2013,105880.0,silver,new jersey
49000,ford,max,2019,19985.0,white,pennsylvania
4000,ford,door,2015,102590.0,gray,louisiana
39000,ford,expedition,2019,27612.0,silver,pennsylvania
29000,ford,door,2015,90855.0,white,louisiana
46500,ford,max,2019,19936.0,silver,pennsylvania
7805,ford,door,2015,64495.0,gray,louisiana
22000,ford,mustang,2018,39477.0,gray,texas
18800,ford,max,2019,25698.0,black,pennsylvania
33000,ford,door,2015,73849.0,blue,louisiana
39500,ford,expedition,2019,25422.0,black,pennsylvania
16900,ford,door,2015,47866.0,black,louisiana
42500,ford,max,2019,31236.0,white,pennsylvania
39500,ford,expedition,2019,26755.0,gray,pennsylvania
25500,ford,f-150,2018,49177.0,blue,illinois
49500,ford,max,2019,20749.0,white,pennsylvania
25000,ford,f-150,2018,15003.0,white,illinois
40000,ford,f-150,2019,12247.0,black,pennsylvania
26000,ford,f-150,2018,1.0,black,illinois
29500,ford,f-150,2019,10808.0,silver,pennsylvania
23000,ford,f-150,2019,11263.0,white,oklahoma
25500,ford,f-150,2018,42307.0,black,illinois
44500,ford,f-150,2019,17484.0,gray,pennsylvania
15600,ford,escape,2019,37106.0,blue,missouri
23100,ford,f-150,2019,9539.0,white,oklahoma
37000,ford,f-150,2019,2384.0,gray,pennsylvania
14500,ford,fusion,2019,20590.0,gray,missouri
23000,ford,f-150,2019,13896.0,white,oklahoma
26500,ford,f-150,2019,9451.0,gray,pennsylvania
18000,ford,fusion,2017,31657.0,red,missouri
35700,ford,expedition,2019,33907.0,brown,oklahoma
31000,ford,f-150,2019,10028.0,black,pennsylvania
2000,ford,door,2013,175640.0,no_color,missouri
40400,ford,max,2019,30770.0,white,oklahoma
43600,ford,f-150,2019,15141.0,black,pennsylvania
22600,ford,f-150,2019,18431.0,white,oklahoma
26000,ford,f-150,2019,9604.0,white,pennsylvania
23200,ford,f-150,2019,9516.0,white,oklahoma
29000,ford,f-150,2019,9718.0,silver,pennsylvania
22800,ford,f-150,2019,16506.0,white,oklahoma
3450,ford,door,2015,192108.0,white,oregon
31000,ford,f-150,2019,11028.0,white,pennsylvania
22900,ford,f-150,2019,11313.0,white,oklahoma
3000,ford,door,2014,141595.0,red,oregon
28000,ford,f-150,2019,12886.0,silver,pennsylvania
23200,ford,f-150,2019,9556.0,white,oklahoma
27000,ford,f-150,2019,13269.0,blue,pennsylvania
22800,ford,f-150,2019,16770.0,white,oklahoma
31500,ford,f-150,2019,13526.0,red,pennsylvania
23400,ford,transit,2019,16391.0,white,oklahoma
28000,ford,f-150,2019,11437.0,white,pennsylvania
23400,ford,transit,2019,17964.0,white,oklahoma
28000,ford,f-150,2018,5440.0,blue,texas
24900,ford,f-150,2019,13035.0,white,pennsylvania
23500,ford,transit,2019,15759.0,white,oklahoma
36000,ford,f-150,2018,30002.0,gray,texas
28700,ford,f-150,2019,13673.0,white,pennsylvania
16000,ford,fusion,2018,24480.0,silver,oregon
31000,ford,f-150,2019,13230.0,white,pennsylvania
16500,ford,f-150,2017,137789.0,white,oregon
28500,ford,f-150,2019,13516.0,white,pennsylvania
10800,ford,escape,2017,81660.0,black,oregon
28500,ford,f-150,2019,11763.0,white,pennsylvania
25000,ford,explorer,2017,34165.0,gold,oregon
31000,ford,f-150,2019,13458.0,white,pennsylvania
7800,ford,door,2016,104867.0,black,oregon
28500,ford,f-150,2019,14004.0,white,pennsylvania
9500,ford,door,2016,69829.0,silver,oregon
28500,ford,f-150,2019,13405.0,silver,pennsylvania
14500,ford,door,2016,96151.0,black,oregon
25000,ford,f-150,2019,12688.0,black,pennsylvania
14500,ford,door,2016,116519.0,white,oregon
28500,ford,f-150,2019,12260.0,white,pennsylvania
12100,ford,door,2016,29367.0,silver,oregon
29400,ford,f-150,2019,18982.0,white,pennsylvania
24700,ford,f-150,2019,23795.0,silver,california
8700,ford,door,2016,76572.0,gray,oregon
29500,ford,f-150,2019,15964.0,white,pennsylvania
25800,ford,f-150,2019,28117.0,silver,california
17500,ford,door,2016,116730.0,blue,oregon
23900,ford,f-150,2019,21055.0,brown,pennsylvania
22900,ford,f-150,2019,27794.0,black,california
19500,ford,edge,2016,56995.0,black,oregon
29500,ford,f-150,2019,16625.0,gray,pennsylvania
24500,ford,f-150,2019,27689.0,gray,california
11000,ford,door,2016,39851.0,black,oregon
22400,ford,f-150,2019,31727.0,black,pennsylvania
15700,ford,escape,2019,31586.0,gray,california
11000,ford,door,2015,33717.0,black,oregon
28000,ford,f-150,2019,18418.0,black,pennsylvania
13500,ford,fusion,2019,39013.0,black,california
7300,ford,f-150,2013,125451.0,white,oregon
25100,ford,f-150,2019,21346.0,black,pennsylvania
24100,ford,transit,2019,21150.0,white,california
6500,ford,f-150,2014,103862.0,white,oregon
10500,ford,f-150,2019,22001.0,red,pennsylvania
16900,ford,fusion,2019,31261.0,gray,california
6000,ford,door,2013,140870.0,white,oregon
28500,ford,f-150,2019,14358.0,white,pennsylvania
16200,ford,fusion,2019,41672.0,silver,california
6500,ford,f-150,2013,95655.0,white,oregon
24500,ford,flex,2019,19493.0,gray,pennsylvania
16500,ford,fusion,2019,36956.0,black,california
56500,ford,door,2017,23223.0,gold,texas
10400,ford,fusion,2019,13085.0,gray,pennsylvania
22800,ford,explorer,2018,36124.0,silver,oklahoma
26500,ford,flex,2019,19147.0,white,pennsylvania
23800,ford,flex,2019,24993.0,red,pennsylvania
24700,ford,f-150,2018,41127.0,white,oklahoma
12400,ford,fusion,2019,32365.0,black,pennsylvania
16600,ford,fusion,2019,27774.0,white,pennsylvania
11200,ford,door,2015,105027.0,blue,oklahoma
15900,ford,fusion,2019,27806.0,silver,pennsylvania
7700,ford,door,2015,54198.0,blue,oklahoma
15100,ford,fusion,2019,30181.0,white,pennsylvania
7200,ford,door,2013,82670.0,black,oklahoma
15600,ford,fusion,2019,36305.0,gold,pennsylvania
39700,ford,srw,2019,10475.0,white,oklahoma
16000,ford,fusion,2019,34734.0,gray,pennsylvania
7500,ford,door,2012,186713.0,black,oklahoma
15500,ford,srw,2017,132150.0,white,oregon
19000,ford,taurus,2019,12928.0,gray,pennsylvania
5500,ford,door,2015,116539.0,silver,oklahoma
38700,ford,drw,2018,59549.0,white,oklahoma
21000,ford,taurus,2019,12174.0,red,pennsylvania
28500,ford,door,2016,96129.0,white,oklahoma
37200,ford,drw,2018,89809.0,white,oklahoma
18500,ford,taurus,2019,18202.0,white,pennsylvania
15000,ford,door,2015,128505.0,white,oklahoma
37700,ford,drw,2017,43527.0,white,oklahoma
22200,ford,transit,2019,15792.0,white,pennsylvania
39950,ford,f-150,2019,9278.0,white,georgia
37600,ford,drw,2017,41925.0,white,oklahoma
18500,ford,taurus,2019,16924.0,white,pennsylvania
10000,ford,door,2013,119869.0,silver,florida
20500,ford,taurus,2019,17260.0,silver,pennsylvania
5700,ford,door,2013,89490.0,white,florida
21000,ford,transit,2019,40772.0,white,pennsylvania
22500,ford,transit,2019,25623.0,white,pennsylvania
29000,ford,f-150,2019,11669.0,white,colorado
13200,ford,door,2013,138524.0,black,florida
25500,ford,transit,2019,13644.0,white,pennsylvania
25700,ford,door,2016,147935.0,white,texas
18900,ford,doors,2015,44456.0,charcoal,new york
31500,ford,wagon,2019,20357.0,black,pennsylvania
45500,ford,door,2017,66366.0,black,florida
11000,ford,door,2017,43532.0,gray,pennsylvania
18288,ford,doors,2015,45218.0,gray,new york
20000,ford,door,2017,85688.0,white,florida
36600,ford,door,2016,58902.0,white,pennsylvania
18299,ford,doors,2015,59869.0,silver,pennsylvania
10000,ford,escape,2017,35021.0,silver,colorado
4100,ford,door,2012,100264.0,silver,pennsylvania
30995,ford,door,2015,157057.0,off-white,texas
1750,ford,door,2012,181316.0,black,minnesota
31500,ford,wagon,2019,23222.0,black,pennsylvania
13500,ford,door,2016,87686.0,white,colorado
7500,ford,door,2014,162918.0,blue,texas
650,ford,door,2017,0.0,black,california
22800,ford,wagon,2019,32526.0,white,pennsylvania
11300,ford,door,2016,69402.0,white,colorado
32700,ford,door,2014,76336.0,white,texas
1350,ford,door,2012,163334.0,white,virginia
21900,ford,wagon,2019,47628.0,white,pennsylvania
11700,ford,door,2014,135283.0,orange,texas
6500,ford,door,2014,147903.0,white,georgia
9800,ford,door,2014,74181.0,black,colorado
11000,ford,door,2014,77386.0,white,texas
1150,ford,door,2014,123349.0,red,georgia
13000,ford,cutaway,2013,136661.0,white,colorado
5500,ford,door,2013,109600.0,silver,texas
6000,ford,door,2014,125369.0,black,massachusetts
11200,ford,door,2013,122861.0,blue,texas
5000,ford,door,2016,110826.0,gray,massachusetts
23400,ford,f-150,2019,12198.0,white,missouri
13500,ford,door,2019,45512.0,red,massachusetts
22900,ford,f-150,2019,15656.0,white,missouri
20000,ford,fusion,2020,23984.0,silver,virginia
22900,ford,f-150,2019,15821.0,white,missouri
27000,ford,mustang,2020,12748.0,red,virginia
54500,ford,expedition,2019,9865.0,blue,oklahoma
20600,ford,fusion,2020,17858.0,black,virginia
23500,ford,f-150,2019,6711.0,white,missouri
53000,ford,expedition,2019,14939.0,blue,oklahoma
23600,ford,transit,2019,15820.0,white,missouri
33500,ford,wagon,2019,6140.0,silver,oklahoma
24400,ford,edge,2019,25552.0,gray,virginia
13000,ford,focus,2016,54984.0,black,west virginia
48400,ford,max,2019,24783.0,black,virginia
26500,ford,door,2014,148442.0,silver,west virginia
46200,ford,max,2019,34191.0,white,virginia
9300,ford,door,2013,82072.0,silver,west virginia
13500,ford,door,2012,104559.0,white,west virginia
27600,ford,edge,2019,13265.0,silver,virginia
7400,ford,door,2013,133314.0,red,west virginia
26500,ford,edge,2019,22458.0,gray,virginia
26000,ford,door,2013,70106.0,white,west virginia
24500,ford,edge,2019,23712.0,black,virginia
2100,ford,door,2012,101848.0,red,west virginia
16700,ford,ecosport,2019,14994.0,black,virginia
17500,ford,edge,2015,59726.0,gray,missouri
17000,ford,escape,2019,16448.0,gray,virginia
22500,ford,door,2015,28801.0,black,oklahoma
34500,ford,f-150,2019,28938.0,gray,michigan
16600,ford,ecosport,2019,19022.0,black,virginia
7500,ford,door,2014,93832.0,silver,missouri
34500,ford,f-150,2019,25046.0,white,michigan
25000,ford,edge,2019,22318.0,black,virginia
36000,ford,f-150,2019,17301.0,gray,michigan
23700,ford,edge,2019,27413.0,gray,virginia
28600,ford,explorer,2019,39733.0,silver,michigan
23500,ford,door,2013,74195.0,brown,oklahoma
25300,ford,explorer,2019,44383.0,silver,michigan
24900,ford,flex,2019,19151.0,white,virginia
20300,ford,f-750,2012,188394.0,white,missouri
23400,ford,fusion,2020,2452.0,gray,michigan
14600,ford,fusion,2019,36252.0,silver,virginia
25500,ford,f-150,2019,27136.0,silver,virginia
14700,ford,fusion,2019,35951.0,white,virginia
33700,ford,f-150,2019,35221.0,white,virginia
33400,ford,f-150,2019,33808.0,gray,virginia
