country,year,children,child_mortality,income,life,population,continent
Namibia,1881,5.96,412.0,1350.0,32.8,165000,Africa
Nauru,1881,,,745.0,,1930,Oceania
Nepal,1881,6.15,407.0,672.0,33.4,4880000,Asia
Netherlands,1881,5.32,276.0,5300.0,42.9,4080000,Europe
New Zealand,1881,5.09,135.0,6200.0,39.0,529000,Oceania
Nicaragua,1881,6.16,509.0,1870.0,25.6,414000,North America
Niger,1881,6.83,433.0,601.0,31.4,1170000,Africa
Nigeria,1881,6.55,438.0,1160.0,31.6,16400000,Africa
Norway,1881,4.4,168.0,4610.0,50.5,1920000,Europe
Oman,1881,6.88,414.0,1240.0,32.2,365000,Asia
Pakistan,1881,6.59,502.0,1050.0,26.6,16700000,Asia
Palau,1881,,,1040.0,,5230,Oceania
Panama,1881,5.36,406.0,1690.0,33.1,200000,North America
Papua New Guinea,1881,6.23,424.0,674.0,32.0,930000,Oceania
Paraguay,1881,6.49,374.0,1800.0,35.7,297000,South America
Peru,1881,6.82,372.0,829.0,35.3,3010000,South America
Philippines,1881,6.13,432.0,1200.0,31.1,5680000,Asia
Poland,1881,5.09,369.0,2350.0,35.9,19700000,Europe
Portugal,1881,4.21,373.0,1680.0,35.6,4650000,Europe
Qatar,1881,6.97,433.0,1670.0,30.6,14800,Asia
Romania,1881,5.56,288.0,831.0,35.7,9770000,Europe
Russian Federation,1881,6.66,409.0,2170.0,32.2,54700000,Asia
Rwanda,1881,7.07,420.0,478.0,32.0,1570000,Africa
Saint Kitts and Nevis,1881,,,1760.0,,45200,North America
Saint Lucia,1881,5.53,278.0,1070.0,28.1,40100,North America
Saint Vincent and the Grenadines,1881,6.54,292.0,1270.0,26.0,40900,North America
Samoa,1881,6.98,269.0,1730.0,26.0,37600,Oceania
San Marino,1881,,,1930.0,,8710,Europe
Sao Tome and Principe,1881,6.23,317.0,988.0,31.2,35000,Africa
Saudi Arabia,1881,6.86,416.0,2590.0,32.9,2180000,Asia
Senegal,1881,5.7,512.0,669.0,25.8,1190000,Africa
Serbia,1881,5.45,321.0,2270.0,35.5,1940000,Europe
Seychelles,1881,5.16,218.0,1090.0,39.9,16200,Africa
Sierra Leone,1881,5.72,514.0,988.0,25.9,961000,Africa
Singapore,1881,5.17,392.0,2110.0,34.1,118000,Asia
Slovakia,1881,5.78,363.0,2280.0,36.4,2670000,Europe
Slovenia,1881,4.45,361.0,2360.0,36.5,804000,Europe
Solomon Islands,1881,6.42,505.0,451.0,25.1,102000,Oceania
Somalia,1881,6.87,452.0,750.0,30.1,1490000,Africa
South Africa,1881,6.47,398.0,3230.0,33.9,4280000,Africa
South Sudan,1881,6.64,490.0,683.0,27.7,1580000,Africa
Spain,1881,4.91,307.0,3000.0,29.5,17000000,Europe
Sri Lanka,1881,5.68,410.0,1290.0,32.5,3130000,Asia
Sudan,1881,6.64,425.0,698.0,31.4,4830000,Africa
Suriname,1881,6.58,406.0,2480.0,32.9,91000,South America
Swaziland,1881,6.71,414.0,659.0,32.5,90200,Africa
Sweden,1881,4.29,195.0,2590.0,48.5,4590000,Europe
Switzerland,1881,3.99,262.0,8350.0,41.9,2840000,Europe
Syria,1881,6.85,429.0,720.0,31.4,1620000,Asia
Tajikistan,1881,5.87,319.0,791.0,23.4,810000,Asia
Tanzania,1881,6.74,415.0,664.0,32.6,5300000,Africa
Thailand,1881,6.35,438.0,975.0,30.6,6330000,Asia
Togo,1881,6.34,427.0,919.0,31.7,643000,Africa
Tonga,1881,6.51,236.0,817.0,28.3,19700,Oceania
Trinidad and Tobago,1881,4.94,336.0,1720.0,38.9,177000,North America
Tunisia,1881,6.4,460.0,1150.0,29.2,1540000,Africa
Turkey,1881,6.92,380.0,1540.0,35.3,12600000,Asia
Turkmenistan,1881,6.22,477.0,1430.0,21.6,639000,Asia
Tuvalu,1881,,,886.0,,3350,Oceania
US,1881,4.7,322.0,4910.0,40.0,52600000,North America
Uganda,1881,6.89,511.0,624.0,25.3,3380000,Africa
Ukraine,1881,7.46,361.0,1160.0,36.5,19700000,Europe
United Arab Emirates,1881,6.94,434.0,1520.0,30.8,42000,Asia
United Kingdom,1881,4.68,210.0,6030.0,46.1,35000000,Europe
Uruguay,1881,5.76,406.0,3040.0,32.9,488000,South America
Uzbekistan,1881,5.71,380.0,608.0,26.2,3320000,Asia
Vanuatu,1881,6.6,271.0,722.0,24.6,48300,Oceania
Venezuela,1881,5.93,415.0,2430.0,32.3,2050000,South America
Vietnam,1881,4.7,417.0,819.0,31.7,10800000,Asia
Yemen,1881,6.88,540.0,1100.0,23.4,2860000,Asia
Zambia,1881,6.71,410.0,807.0,33.0,1610000,Africa
Zimbabwe,1881,6.75,396.0,958.0,33.8,906000,Africa
Afghanistan,1882,7.0,480.0,774.0,28.3,4400000,Asia
Albania,1882,4.6,375.0,947.0,35.4,680000,Europe
Algeria,1882,6.99,460.0,1440.0,29.4,3900000,Africa
Andorra,1882,,,2580.0,,4090,Europe
Angola,1882,6.99,486.0,885.0,27.8,3100000,Africa
Antigua and Barbuda,1882,4.7,243.0,1150.0,33.6,35200,North America
Argentina,1882,6.55,406.0,3430.0,32.9,2620000,South America
Armenia,1882,8.06,333.0,654.0,33.1,723000,Europe
Australia,1882,4.62,215.0,7380.0,40.4,2340000,Oceania
Austria,1882,4.56,416.0,3710.0,35.2,5030000,Europe
Azerbaijan,1882,8.1,325.0,1100.0,28.4,1550000,Europe
Bahamas,1882,5.9,231.0,2200.0,35.1,46700,North America
Bahrain,1882,6.99,440.0,2200.0,30.4,68800,Asia
Bangladesh,1882,6.7,529.0,907.0,23.9,24400000,Asia
Barbados,1882,5.15,627.0,1390.0,32.4,174000,North America
Belarus,1882,6.89,366.0,881.0,36.1,4160000,Europe
Belgium,1882,4.64,234.0,5140.0,45.5,5640000,Europe
Belize,1882,6.66,260.0,881.0,26.6,28200,North America
Benin,1882,5.62,430.0,807.0,31.4,1040000,Africa
Bhutan,1882,6.67,433.0,713.0,29.9,292000,Asia
Bolivia,1882,6.48,405.0,1400.0,33.4,1200000,South America
Bosnia and Herzegovina,1882,5.32,379.0,931.0,35.2,1390000,Europe
Botswana,1882,6.49,397.0,537.0,33.7,138000,Africa
Brazil,1882,6.29,417.0,1420.0,32.1,12300000,South America
Brunei,1882,7.06,455.0,1870.0,29.0,9430,Asia
Bulgaria,1882,4.92,329.0,1720.0,39.4,3070000,Europe
Burkina,1882,6.08,455.0,516.0,29.7,2100000,Africa
Burma (Myanmar),1882,6.03,433.0,673.0,30.4,4130000,Asia
Burundi,1882,6.81,424.0,451.0,31.6,1680000,Africa
CZ,1882,5.03,380.0,3100.0,35.0,8300000,Europe
Cambodia,1882,6.95,380.0,423.0,35.3,2540000,Asia
Cameroon,1882,5.54,460.0,847.0,29.1,3220000,Africa
Canada,1882,4.52,272.0,3570.0,44.8,4430000,North America
Cape Verde,1882,6.55,395.0,708.0,34.4,116000,Africa
Central African Republic,1882,6.51,444.0,574.0,30.4,999000,Africa
Chad,1882,6.06,432.0,566.0,31.6,1890000,Africa
Chile,1882,5.61,417.0,2350.0,32.1,2420000,South America
China,1882,5.5,417.0,735.0,32.0,371000000,Asia
Colombia,1882,6.19,417.0,1140.0,32.3,2980000,South America
Comoros,1882,6.01,416.0,756.0,32.3,74500,Africa
Congo,1882,5.67,409.0,725.0,32.4,598000,Africa
Costa Rica,1882,6.93,441.0,1550.0,30.3,201000,North America
Croatia,1882,5.86,367.0,2290.0,36.1,2120000,Europe
Cuba,1882,5.78,335.0,1900.0,39.1,1560000,North America
Cyprus,1882,5.51,339.0,1780.0,38.4,190000,Europe
Denmark,1882,4.36,222.0,4030.0,46.8,2120000,Europe
Djibouti,1882,6.3,445.0,975.0,30.6,40700,Africa
Dominica,1882,,,1010.0,,27600,North America
Dominican Republic,1882,6.16,445.0,936.0,30.4,328000,North America
East Timor,1882,6.52,457.0,613.0,29.5,295000,Asia
Ecuador,1882,7.0,406.0,908.0,33.3,1170000,South America
Egypt,1882,6.03,405.0,2200.0,32.9,7660000,Africa
El Salvador,1882,5.9,462.0,1640.0,28.9,668000,North America
Equatorial Guinea,1882,5.51,447.0,406.0,30.2,134000,Africa
Eritrea,1882,6.96,441.0,625.0,30.4,613000,Africa
Estonia,1882,4.1,318.0,1430.0,40.5,703000,Europe
Ethiopia,1882,7.17,448.0,535.0,29.7,18200000,Africa
Fiji,1882,6.45,499.0,971.0,26.5,125000,Oceania
Finland,1882,4.99,299.0,1950.0,40.5,2110000,Europe
France,1882,3.4,248.0,3770.0,43.2,38900000,Europe
Gabon,1882,6.18,436.0,395.0,31.1,367000,Africa
Gambia,1882,6.51,460.0,854.0,30.2,143000,Africa
Georgia,1882,7.8,334.0,731.0,31.1,1890000,Europe
Germany,1882,5.21,371.0,4130.0,39.1,44700000,Europe
Ghana,1882,6.43,471.0,755.0,28.4,2350000,Africa
Greece,1882,3.38,355.0,2530.0,37.3,4150000,Europe
Grenada,1882,5.81,258.0,1250.0,37.5,43800,North America
Guatemala,1882,6.45,503.0,1420.0,25.7,1280000,North America
Guinea,1882,6.11,440.0,513.0,31.2,1340000,Africa
Guinea-Bissau,1882,7.25,417.0,598.0,31.6,253000,Africa
Guyana,1882,4.85,429.0,1850.0,31.3,250000,South America
Haiti,1882,6.31,486.0,1190.0,28.9,1320000,North America
Honduras,1882,6.23,393.0,1490.0,34.4,335000,North America
Hungary,1882,5.4,400.0,3180.0,36.0,6320000,Europe
Iceland,1882,3.82,588.0,1820.0,17.7,71600,Europe
India,1882,5.89,511.0,730.0,25.4,266000000,Asia
Indonesia,1882,6.07,444.0,1160.0,30.1,30700000,Asia
Iran,1882,7.08,506.0,1810.0,25.9,8910000,Asia
Iraq,1882,7.13,428.0,4550.0,31.3,1750000,Asia
Ireland,1882,3.22,140.0,4050.0,44.4,5070000,Europe
Israel,1882,4.94,447.0,950.0,32.0,285000,Asia
Italy,1882,5.03,391.0,3380.0,34.3,29800000,Europe
Jamaica,1882,5.12,226.0,1060.0,40.2,595000,North America
Japan,1882,3.67,354.0,1330.0,37.2,37200000,Asia
Jordan,1882,6.97,421.0,1590.0,31.8,261000,Asia
Kazakhstan,1882,6.45,506.0,1740.0,25.7,3570000,Asia
Kenya,1882,6.91,508.0,1100.0,25.9,4100000,Africa
Kiribati,1882,5.67,336.0,592.0,25.1,23900,Oceania
"Korea, North",1882,6.1,500.0,273.0,26.4,4890000,Asia
"Korea, South",1882,6.0,503.0,508.0,25.9,9470000,Asia
Kuwait,1882,6.87,500.0,1700.0,26.1,88000,Asia
Kyrgyzstan,1882,6.58,377.0,878.0,23.3,931000,Asia
Laos,1882,6.13,419.0,1010.0,31.5,953000,Asia
Latvia,1882,3.95,319.0,1150.0,40.3,1610000,Europe
Lebanon,1882,5.74,448.0,3440.0,29.8,479000,Asia
Lesotho,1882,5.84,407.0,368.0,33.3,241000,Africa
Liberia,1882,6.19,429.0,944.0,31.8,424000,Africa
Libya,1882,7.2,405.0,2220.0,33.7,388000,Africa
Liechtenstein,1882,,,,,9060,Europe
Lithuania,1882,5.21,392.0,1940.0,34.0,1940000,Europe
Luxembourg,1882,4.18,340.0,3030.0,38.5,210000,Europe
Macedonia,1882,5.44,385.0,1180.0,36.3,682000,Europe
Madagascar,1882,6.89,437.0,775.0,31.0,2880000,Africa
Malawi,1882,6.78,440.0,354.0,30.6,2120000,Africa
Malaysia,1882,5.45,436.0,1300.0,30.6,1170000,Asia
Maldives,1882,5.98,404.0,840.0,32.4,58600,Asia
Mali,1882,6.23,494.0,617.0,27.1,1960000,Africa
Malta,1882,5.46,354.0,1380.0,33.4,194000,Europe
Marshall Islands,1882,,,567.0,,25400,Oceania
Mauritania,1882,6.34,417.0,714.0,32.4,322000,Africa
Mauritius,1882,4.98,284.0,1270.0,27.9,364000,Africa
Mexico,1882,6.8,487.0,1590.0,26.9,10600000,North America
Micronesia,1882,6.02,262.0,545.0,26.6,22400,Oceania
Moldova,1882,6.39,341.0,872.0,33.0,1250000,Europe
Monaco,1882,,,4110.0,,17000,Europe
Mongolia,1882,5.94,420.0,681.0,31.7,678000,Asia
Montenegro,1882,5.32,375.0,1800.0,35.5,331000,Europe
Morocco,1882,6.5,403.0,983.0,33.3,3920000,Africa
Mozambique,1882,6.63,440.0,410.0,31.0,4490000,Africa
Namibia,1882,5.96,412.0,1370.0,32.8,167000,Africa
Nauru,1882,,,749.0,,1930,Oceania
Nepal,1882,6.15,407.0,676.0,33.5,4900000,Asia
Netherlands,1882,5.28,269.0,5370.0,43.8,4120000,Europe
New Zealand,1882,5.0,128.0,6000.0,39.4,545000,Oceania
Nicaragua,1882,6.16,509.0,1890.0,25.6,420000,North America
Niger,1882,6.83,433.0,603.0,31.5,1180000,Africa
Nigeria,1882,6.55,438.0,1170.0,31.8,16500000,Africa
Norway,1882,4.47,206.0,4780.0,47.4,1930000,Europe
Oman,1882,6.88,414.0,1250.0,32.2,366000,Asia
Pakistan,1882,6.59,502.0,1060.0,26.7,16700000,Asia
Palau,1882,,,1040.0,,5250,Oceania
Panama,1882,5.36,406.0,1710.0,33.1,203000,North America
Papua New Guinea,1882,6.23,424.0,676.0,32.0,935000,Oceania
Paraguay,1882,6.49,374.0,1820.0,35.8,318000,South America
Peru,1882,6.82,372.0,878.0,35.3,3050000,South America
Philippines,1882,6.29,432.0,1200.0,31.1,5720000,Asia
Poland,1882,5.23,369.0,2410.0,35.9,20000000,Europe
Portugal,1882,4.19,373.0,1720.0,35.6,4690000,Europe
Qatar,1882,6.97,433.0,1700.0,30.6,14900,Asia
Romania,1882,5.41,324.0,1090.0,35.7,9830000,Europe
Russian Federation,1882,7.03,489.0,2190.0,26.7,55200000,Asia
Rwanda,1882,7.07,420.0,478.0,32.0,1580000,Africa
Saint Kitts and Nevis,1882,,,1770.0,,45600,North America
Saint Lucia,1882,5.53,276.0,1080.0,28.1,40500,North America
Saint Vincent and the Grenadines,1882,6.54,291.0,1280.0,26.0,41000,North America
Samoa,1882,6.98,267.0,1730.0,26.1,37400,Oceania
San Marino,1882,,,1940.0,,8770,Europe
Sao Tome and Principe,1882,6.23,316.0,990.0,31.2,35200,Africa
Saudi Arabia,1882,6.86,416.0,2600.0,32.9,2180000,Asia
Senegal,1882,5.7,512.0,673.0,25.9,1200000,Africa
Serbia,1882,5.44,305.0,2310.0,35.5,1960000,Europe
Seychelles,1882,5.16,216.0,1100.0,40.2,16200,Africa
Sierra Leone,1882,5.72,514.0,993.0,26.0,968000,Africa
Singapore,1882,5.17,392.0,2140.0,34.1,122000,Asia
Slovakia,1882,5.74,363.0,2310.0,36.4,2670000,Europe
Slovenia,1882,4.51,361.0,2400.0,36.5,811000,Europe
Solomon Islands,1882,6.42,505.0,453.0,25.1,102000,Oceania
Somalia,1882,6.87,452.0,750.0,30.1,1490000,Africa
South Africa,1882,6.47,398.0,3060.0,33.9,4330000,Africa
South Sudan,1882,6.64,490.0,686.0,27.8,1600000,Africa
Spain,1882,4.79,312.0,3010.0,29.5,17000000,Europe
Sri Lanka,1882,5.49,410.0,1360.0,32.5,3160000,Asia
Sudan,1882,6.64,425.0,701.0,31.4,4840000,Africa
Suriname,1882,6.58,406.0,2490.0,32.9,91200,South America
Swaziland,1882,6.71,414.0,662.0,32.5,91100,Africa
Sweden,1882,4.32,207.0,2500.0,48.6,4620000,Europe
Switzerland,1882,3.87,240.0,8000.0,43.0,2850000,Europe
Syria,1882,6.85,429.0,727.0,31.4,1620000,Asia
Tajikistan,1882,5.87,318.0,795.0,23.5,817000,Asia
Tanzania,1882,6.74,415.0,666.0,32.7,5310000,Africa
Thailand,1882,6.35,438.0,987.0,30.6,6380000,Asia
Togo,1882,6.34,427.0,923.0,31.7,649000,Africa
Tonga,1882,6.51,234.0,820.0,28.4,19700,Oceania
Trinidad and Tobago,1882,4.95,336.0,1730.0,38.9,181000,North America
Tunisia,1882,6.4,460.0,1160.0,29.3,1560000,Africa
Turkey,1882,6.92,380.0,1550.0,35.3,12700000,Asia
Turkmenistan,1882,6.22,477.0,1440.0,21.8,645000,Asia
Tuvalu,1882,,,889.0,,3360,Oceania
US,1882,4.66,316.0,5100.0,40.6,53900000,North America
Uganda,1882,6.89,511.0,627.0,25.3,3390000,Africa
Ukraine,1882,7.43,361.0,1170.0,36.5,19900000,Europe
United Arab Emirates,1882,6.94,434.0,1540.0,30.8,42200,Asia
United Kingdom,1882,4.62,233.0,6150.0,44.9,35300000,Europe
Uruguay,1882,5.76,406.0,3330.0,32.9,507000,South America
Uzbekistan,1882,5.71,380.0,609.0,26.4,3350000,Asia
Vanuatu,1882,6.6,269.0,725.0,24.6,48700,Oceania
Venezuela,1882,5.93,415.0,2390.0,32.3,2080000,South America
Vietnam,1882,4.7,417.0,826.0,31.7,10800000,Asia
Yemen,1882,6.88,540.0,1110.0,23.4,2860000,Asia
Zambia,1882,6.71,410.0,809.0,33.0,1610000,Africa
Zimbabwe,1882,6.75,396.0,959.0,33.9,915000,Africa
Afghanistan,1883,7.0,480.0,791.0,28.3,4420000,Asia
Albania,1883,4.6,375.0,961.0,35.4,687000,Europe
Algeria,1883,6.99,460.0,1450.0,29.4,3940000,Africa
Andorra,1883,,,2610.0,,4120,Europe
Angola,1883,6.99,486.0,889.0,27.9,3120000,Africa
Antigua and Barbuda,1883,4.69,241.0,1160.0,33.6,35400,North America
Argentina,1883,6.47,407.0,3720.0,32.7,2700000,South America
Armenia,1883,8.06,333.0,657.0,33.3,729000,Europe
Australia,1883,4.66,188.0,8130.0,41.0,2420000,Oceania
Austria,1883,4.51,411.0,3830.0,35.5,5080000,Europe
Azerbaijan,1883,8.1,324.0,1100.0,28.6,1570000,Europe
Bahamas,1883,5.9,229.0,2220.0,35.1,47200,North America
Bahrain,1883,6.99,440.0,2230.0,30.4,69200,Asia
Bangladesh,1883,6.7,532.0,909.0,23.7,24500000,Asia
Barbados,1883,5.15,629.0,1400.0,32.4,175000,North America
Belarus,1883,6.84,366.0,886.0,36.1,4200000,Europe
Belgium,1883,4.61,235.0,5160.0,44.9,5700000,Europe
Belize,1883,6.66,258.0,887.0,26.6,28600,North America
Benin,1883,5.62,430.0,811.0,31.4,1050000,Africa
Bhutan,1883,6.67,432.0,715.0,30.0,291000,Asia
Bolivia,1883,6.48,405.0,1410.0,33.4,1230000,South America
Bosnia and Herzegovina,1883,5.31,379.0,944.0,35.2,1410000,Europe
Botswana,1883,6.49,397.0,540.0,33.7,139000,Africa
Brazil,1883,6.28,417.0,1380.0,32.1,12500000,South America
Brunei,1883,7.06,455.0,1880.0,28.9,9740,Asia
Bulgaria,1883,5.16,328.0,1740.0,39.5,3120000,Europe
Burkina,1883,6.08,455.0,516.0,29.7,2110000,Africa
Burma (Myanmar),1883,6.03,433.0,680.0,30.4,4430000,Asia
Burundi,1883,6.81,424.0,451.0,31.6,1690000,Africa
CZ,1883,5.02,380.0,3140.0,35.0,8350000,Europe
Cambodia,1883,6.95,380.0,423.0,35.4,2550000,Asia
Cameroon,1883,5.54,460.0,851.0,29.1,3240000,Africa
Canada,1883,4.49,272.0,3540.0,44.8,4480000,North America
Cape Verde,1883,6.56,395.0,720.0,34.4,118000,Africa
Central African Republic,1883,6.51,444.0,577.0,30.5,1000000,Africa
Chad,1883,6.06,432.0,568.0,31.7,1900000,Africa
Chile,1883,5.72,417.0,2340.0,32.1,2460000,South America
China,1883,5.5,417.0,733.0,32.0,372000000,Asia
Colombia,1883,6.19,417.0,1140.0,32.4,3030000,South America
Comoros,1883,6.01,416.0,757.0,32.4,75000,Africa
Congo,1883,5.67,409.0,727.0,32.3,602000,Africa
Costa Rica,1883,6.92,441.0,1570.0,30.3,207000,North America
Croatia,1883,5.96,367.0,2330.0,36.1,2140000,Europe
Cuba,1883,5.78,322.0,1960.0,40.1,1570000,North America
Cyprus,1883,5.44,339.0,1800.0,38.4,192000,Europe
Denmark,1883,4.29,190.0,4130.0,48.5,2140000,Europe
Djibouti,1883,6.3,445.0,978.0,30.6,40700,Africa
Dominica,1883,,,1020.0,,27500,North America
Dominican Republic,1883,6.16,445.0,941.0,30.4,337000,North America
East Timor,1883,6.52,457.0,614.0,29.5,297000,Asia
Ecuador,1883,7.0,406.0,922.0,33.3,1180000,South America
Egypt,1883,6.03,405.0,2210.0,32.9,7760000,Africa
El Salvador,1883,5.9,462.0,1660.0,28.9,679000,North America
Equatorial Guinea,1883,5.51,447.0,412.0,30.2,135000,Africa
Eritrea,1883,6.96,441.0,627.0,30.4,611000,Africa
Estonia,1883,4.06,317.0,1440.0,40.8,712000,Europe
Ethiopia,1883,7.17,448.0,536.0,29.7,18200000,Africa
Fiji,1883,6.45,499.0,975.0,26.5,125000,Oceania
Finland,1883,4.96,263.0,1990.0,42.8,2140000,Europe
France,1883,3.38,248.0,3760.0,43.3,39000000,Europe
Gabon,1883,6.17,436.0,395.0,31.1,370000,Africa
Gambia,1883,6.51,460.0,855.0,30.4,144000,Africa
Georgia,1883,7.8,334.0,734.0,31.3,1910000,Europe
Germany,1883,5.29,377.0,4330.0,39.2,45100000,Europe
Ghana,1883,6.43,471.0,757.0,28.5,2370000,Africa
Greece,1883,3.35,354.0,2520.0,37.4,4200000,Europe
Grenada,1883,5.81,257.0,1260.0,37.5,44900,North America
Guatemala,1883,6.45,503.0,1440.0,25.6,1290000,North America
Guinea,1883,6.11,438.0,514.0,31.3,1350000,Africa
Guinea-Bissau,1883,7.25,417.0,598.0,31.6,255000,Africa
Guyana,1883,4.77,429.0,1860.0,31.3,253000,South America
Haiti,1883,6.31,486.0,1210.0,28.9,1340000,North America
Honduras,1883,6.23,393.0,1510.0,34.4,344000,North America
Hungary,1883,5.5,402.0,3230.0,36.0,6350000,Europe
Iceland,1883,3.82,405.0,1750.0,30.3,71500,Europe
India,1883,5.86,512.0,731.0,25.3,268000000,Asia
Indonesia,1883,6.07,444.0,1130.0,30.1,31100000,Asia
Iran,1883,7.08,506.0,1820.0,25.9,8940000,Asia
Iraq,1883,7.13,428.0,4580.0,31.4,1760000,Asia
Ireland,1883,3.15,146.0,4090.0,44.7,5020000,Europe
Israel,1883,4.93,447.0,956.0,32.0,288000,Asia
Italy,1883,5.06,375.0,3410.0,35.2,30000000,Europe
Jamaica,1883,5.12,248.0,1060.0,38.2,601000,North America
Japan,1883,3.96,354.0,1320.0,37.3,37600000,Asia
Jordan,1883,6.97,421.0,1600.0,31.8,262000,Asia
Kazakhstan,1883,6.45,503.0,1750.0,25.9,3600000,Asia
Kenya,1883,6.91,508.0,1110.0,25.9,4120000,Africa
Kiribati,1883,5.67,334.0,593.0,25.1,24000,Oceania
"Korea, North",1883,6.1,500.0,276.0,26.4,4900000,Asia
"Korea, South",1883,6.0,503.0,511.0,25.9,9460000,Asia
Kuwait,1883,6.87,500.0,1720.0,26.2,88600,Asia
Kyrgyzstan,1883,6.58,377.0,885.0,23.5,940000,Asia
Laos,1883,6.13,419.0,1010.0,31.5,974000,Asia
Latvia,1883,3.93,316.0,1160.0,40.6,1640000,Europe
Lebanon,1883,5.74,448.0,3470.0,29.8,480000,Asia
Lesotho,1883,5.84,407.0,368.0,33.4,243000,Africa
Liberia,1883,6.19,429.0,946.0,31.9,428000,Africa
Libya,1883,7.2,405.0,2240.0,33.8,394000,Africa
Liechtenstein,1883,,,,,9130,Europe
Lithuania,1883,5.21,387.0,1950.0,34.5,1970000,Europe
Luxembourg,1883,4.02,335.0,3070.0,39.0,210000,Europe
Macedonia,1883,5.44,384.0,1200.0,36.3,688000,Europe
Madagascar,1883,6.89,437.0,779.0,31.0,2890000,Africa
Malawi,1883,6.78,440.0,354.0,30.6,2120000,Africa
Malaysia,1883,5.45,436.0,1310.0,30.6,1210000,Asia
Maldives,1883,5.98,403.0,840.0,32.3,58900,Asia
Mali,1883,6.23,494.0,617.0,27.2,1980000,Africa
Malta,1883,5.45,352.0,1400.0,33.9,196000,Europe
Marshall Islands,1883,,,567.0,,26100,Oceania
Mauritania,1883,6.34,417.0,717.0,32.4,324000,Africa
Mauritius,1883,4.95,335.0,1280.0,27.3,366000,Africa
Mexico,1883,6.8,487.0,1620.0,26.9,10700000,North America
Micronesia,1883,6.02,260.0,545.0,26.6,22500,Oceania
Moldova,1883,6.39,340.0,877.0,33.0,1260000,Europe
Monaco,1883,,,4160.0,,17200,Europe
Mongolia,1883,5.94,420.0,692.0,31.6,679000,Asia
Montenegro,1883,5.31,375.0,1830.0,35.5,336000,Europe
Morocco,1883,6.5,403.0,988.0,33.3,3960000,Africa
Mozambique,1883,6.63,440.0,410.0,31.1,4490000,Africa
Namibia,1883,5.96,412.0,1390.0,32.9,169000,Africa
Nauru,1883,,,752.0,,1930,Oceania
Nepal,1883,6.15,407.0,681.0,33.5,4920000,Asia
Netherlands,1883,5.25,283.0,5700.0,42.4,4170000,Europe
New Zealand,1883,4.86,157.0,5760.0,39.9,559000,Oceania
Nicaragua,1883,6.16,509.0,1910.0,25.6,426000,North America
Niger,1883,6.83,433.0,606.0,31.6,1180000,Africa
Nigeria,1883,6.55,438.0,1180.0,31.9,16600000,Africa
Norway,1883,4.51,177.0,4880.0,49.6,1940000,Europe
Oman,1883,6.88,414.0,1260.0,32.2,367000,Asia
Pakistan,1883,6.59,502.0,1060.0,26.9,16800000,Asia
Palau,1883,,,1040.0,,5280,Oceania
Panama,1883,5.36,406.0,1730.0,33.1,206000,North America
Papua New Guinea,1883,6.23,424.0,678.0,32.1,941000,Oceania
Paraguay,1883,6.49,374.0,1840.0,35.8,348000,South America
Peru,1883,6.82,372.0,804.0,35.2,3090000,South America
Philippines,1883,6.45,432.0,1210.0,31.1,5750000,Asia
Poland,1883,5.23,369.0,2470.0,35.9,20300000,Europe
Portugal,1883,4.18,373.0,1740.0,35.6,4730000,Europe
Qatar,1883,6.97,433.0,1720.0,30.6,15000,Asia
Romania,1883,5.74,284.0,1010.0,35.7,9890000,Europe
Russian Federation,1883,6.89,461.0,2200.0,29.1,55700000,Asia
Rwanda,1883,7.07,420.0,479.0,32.0,1580000,Africa
Saint Kitts and Nevis,1883,,,1790.0,,46000,North America
Saint Lucia,1883,5.53,275.0,1080.0,28.1,40800,North America
Saint Vincent and the Grenadines,1883,6.54,289.0,1290.0,26.0,41000,North America
Samoa,1883,6.98,266.0,1740.0,26.1,37100,Oceania
San Marino,1883,,,1960.0,,8840,Europe
Sao Tome and Principe,1883,6.23,314.0,992.0,31.2,35500,Africa
Saudi Arabia,1883,6.86,416.0,2610.0,33.0,2170000,Asia
Senegal,1883,5.7,512.0,676.0,26.0,1210000,Africa
Serbia,1883,5.44,289.0,2350.0,35.5,1990000,Europe
Seychelles,1883,5.16,214.0,1100.0,40.5,16300,Africa
Sierra Leone,1883,5.72,514.0,998.0,26.1,976000,Africa
Singapore,1883,5.17,392.0,2170.0,34.1,126000,Asia
Slovakia,1883,5.77,363.0,2340.0,36.4,2680000,Europe
Slovenia,1883,4.54,361.0,2440.0,36.5,818000,Europe
Solomon Islands,1883,6.42,505.0,454.0,25.1,103000,Oceania
Somalia,1883,6.87,452.0,751.0,30.2,1490000,Africa
South Africa,1883,6.47,398.0,2350.0,33.9,4380000,Africa
South Sudan,1883,6.64,490.0,690.0,27.9,1610000,Africa
Spain,1883,4.71,332.0,3060.0,29.7,17100000,Europe
Sri Lanka,1883,5.94,410.0,1370.0,32.5,3200000,Asia
Sudan,1883,6.64,425.0,705.0,31.4,4840000,Africa
Suriname,1883,6.58,406.0,2510.0,32.9,91400,South America
Swaziland,1883,6.71,414.0,665.0,32.6,92000,Africa
Sweden,1883,4.24,197.0,2680.0,49.0,4640000,Europe
Switzerland,1883,3.82,221.0,8260.0,45.0,2860000,Europe
Syria,1883,6.85,429.0,734.0,31.4,1630000,Asia
Tajikistan,1883,5.87,317.0,800.0,23.7,825000,Asia
